Date,Open,High,Low,Close,Adj Close,Volume,Log RS,Log N
2020-10-12,90.459999,91.099998,89.93,90.779999,89.267868,5909100,1.42916281341864,2.302585092994046
2020-10-13,90.580002,90.849998,89.769997,90.160004,88.658195,5732000,1.481291710009458,2.3978952727983707
2020-10-14,90.169998,90.599998,88.559998,89.309998,87.82235,4760700,1.6019289458500483,2.4849066497880004
2020-10-15,88.160004,88.870003,87.669998,88.830002,87.350349,5002200,1.6342771869768336,2.5649493574615367
2020-10-16,89.389999,89.629997,88.440002,88.519997,87.045502,4721300,1.731067542862103,2.6390573296152584
2020-10-19,88.699997,89.57,87.360001,87.599998,86.140831,5426600,1.78375526611005,2.70805020110221
2020-10-20,88.68,89.720001,88.040001,88.510002,87.035683,4939700,1.8741736416780863,2.772588722239781
2020-10-21,88.379997,89.160004,88.190002,88.269997,86.799683,4119200,1.9325296851572753,2.833213344056216
2020-10-22,88.019997,89.379997,87.699997,89.360001,87.871521,4257800,1.9202430042176488,2.8903717578961645
2020-10-23,89.800003,90.959999,89.440002,90.800003,89.287537,7811500,1.9851110079630472,2.9444389791664403
2020-10-26,90.029999,91.129997,88.650002,89.660004,88.166527,7756400,1.9910920714075762,2.995732273553991
2020-10-27,89.480003,90.349998,89.169998,90.050003,88.550034,8027500,2.0612065812521134,3.044522437723423
2020-10-28,88.650002,88.949997,86.610001,87.169998,85.717995,12738800,2.1383556319923605,3.091042453358316
2020-10-29,87.169998,89.110001,86.610001,88.300003,86.829185,8440000,2.152660146396488,3.1354942159291497
2020-10-30,87.75,88.389999,85.629997,86.959999,85.511497,11400700,2.229896846768524,3.1780538303479458
2020-11-02,87.540001,87.769997,85.449997,85.970001,84.537994,8904900,2.2357162852578853,3.2188758248682006
2020-11-03,86.779999,89.059998,86.18,88.389999,86.917679,6910400,2.3028129526579297,3.258096538021482
2020-11-04,88.900002,91.290001,88.739998,89.790001,88.294365,10509400,2.3735901744798342,3.295836866004329
2020-11-05,90.690002,91.160004,89.900002,90.620003,89.110542,6169700,2.4111969468805174,3.332204510175204
2020-11-06,90.150002,91.199997,89.779999,90.650002,89.140038,6626100,2.4040654588271857,3.367295829986474
2020-11-09,97.32,97.650002,95.639999,95.879997,94.282913,16225800,2.4088008626826283,3.4011973816621555
2020-11-10,93.739998,95.269997,93.139999,93.919998,92.791069,10474700,2.4736816101469064,3.4339872044851463
2020-11-11,94.110001,95.830002,94.019997,95.040001,93.897614,8296500,2.5361828040266947,3.4657359027997265
2020-11-12,94.660004,94.760002,92.660004,93.529999,92.405754,7058400,2.575688519883805,3.4965075614664802
2020-11-13,94.379997,95.589996,93.699997,95.559998,94.411346,5516100,2.5883391473074813,3.5263605246161616
2020-11-16,96.790001,97.809998,96.019997,97.779999,96.604668,9371300,2.5880076314211657,3.5553480614894135
2020-11-17,97.209999,98.779999,96.809998,98.599998,97.41481,8722300,2.610002750540999,3.58351893845611
2020-11-18,98.629997,99.330002,97.910004,97.910004,96.733124,6039500,2.6136052918058055,3.6109179126442243
2020-11-19,97.239998,97.919998,96.860001,97.760002,96.584915,4252300,2.6871167687440005,3.6375861597263857
2020-11-20,97.419998,97.540001,96.949997,97.010002,95.843933,4609700,2.7353227996083156,3.6635616461296463
2020-11-23,97.620003,97.860001,96.419998,96.879997,95.715485,4803200,2.7279405906173357,3.6888794541139363
2020-11-24,97.510002,98.720001,97.400002,98.300003,97.118431,6319900,2.783284473142508,3.713572066704308
2020-11-25,98.5,98.540001,97.940002,98.199997,97.019623,4027100,2.807068311742946,3.7376696182833684
2020-11-27,98.480003,98.980003,98.279999,98.660004,97.474098,2169700,2.8050186696205026,3.7612001156935624
2020-11-30,98.199997,98.290001,96.959999,98.019997,96.841789,5197300,2.830980128564823,3.784189633918261
2020-12-01,99.0,99.260002,98.25,98.82,97.632172,4970000,2.8544644977221356,3.8066624897703196
2020-12-02,98.510002,99.040001,98.209999,98.910004,97.721092,3377900,2.8772428282889235,3.828641396489095
2020-12-03,99.019997,101.0,98.970001,100.110001,98.90667,6264100,2.900827314786673,3.8501476017100584
2020-12-04,101.349998,102.940002,101.07,102.279999,101.050575,6952700,2.9328227439851946,3.871201010907891
2020-12-07,102.010002,102.220001,100.690002,101.410004,100.191048,4514800,2.9519078567598696,3.8918202981106265
2020-12-08,100.370003,101.57,100.010002,101.209999,99.993439,3911300,3.0047091469164697,3.912023005428146
2020-12-09,101.940002,102.209999,100.099998,100.400002,99.193184,6629900,3.0502882412272245,3.9318256327243257
2020-12-10,103.510002,106.089996,102.75,105.389999,104.123199,12939200,3.0698293023894747,3.9512437185814275
2020-12-11,104.410004,104.779999,102.330002,103.0,101.761925,6262600,3.0733286133004833,3.970291913552122
2020-12-14,103.830002,104.709999,103.25,103.32,102.078079,5156200,3.0731342640709385,3.9889840465642745
2020-12-15,104.239998,104.860001,103.779999,104.18,102.927742,5195200,3.080386475215598,4.007333185232471
2020-12-16,104.099998,104.800003,102.720001,103.269997,102.028679,6409300,3.08696547243565,4.02535169073515
2020-12-17,103.550003,104.040001,102.610001,103.209999,101.969406,4535700,3.09570153351906,4.04305126783455
2020-12-18,103.330002,104.110001,102.949997,103.279999,102.038559,10215000,3.1040633356286746,4.060443010546419
2020-12-21,101.220001,103.150002,100.019997,102.940002,101.702652,7175900,3.1278962950895264,4.07753744390572
2020-12-22,102.120003,103.169998,101.889999,102.410004,101.179024,4302700,3.1498658792750156,4.0943445622221
2020-12-23,102.290001,102.690002,101.970001,102.059998,100.833229,3817300,3.167272933964482,4.110873864173311
2020-12-24,102.300003,102.360001,101.68,102.010002,100.783829,1949200,3.189331119486613,4.127134385045092
2020-12-28,102.919998,104.379997,102.309998,104.339996,103.085815,5055200,3.2098726546961998,4.143134726391533
2020-12-29,104.889999,105.779999,104.470001,105.629997,104.360306,4780900,3.2631283702142304,4.1588830833596715
2020-12-30,105.989998,106.620003,105.779999,105.970001,104.696228,3654100,3.276345397254919,4.174387269895637
2020-12-31,106.0,107.139999,105.620003,106.980003,105.694084,3566300,3.277814270936357,4.189654742026425
2021-01-04,107.660004,107.75,102.139999,103.099998,101.860718,8041500,3.2980328436762125,4.204692619390966
2021-01-05,102.919998,104.260002,102.800003,103.440002,102.19664,5721900,3.3251428745481424,4.219507705176107
2021-01-06,102.989998,105.209999,102.910004,104.190002,102.937622,5017200,3.3524523809239923,4.23410650459726
2021-01-07,104.489998,104.639999,102.949997,103.349998,102.107719,5057000,3.3776985830262527,4.248495242049359
2021-01-08,103.860001,105.760002,103.419998,105.669998,104.399826,5869700,3.3984787322688694,4.2626798770413155
2021-01-11,105.099998,105.639999,104.269997,104.599998,103.34269,4257400,3.4166555964956267,4.276666119016055
2021-01-12,104.010002,104.32,102.309998,102.82,101.584091,4332600,3.4288381597372974,4.290459441148391
2021-01-13,102.32,103.379997,101.489998,102.889999,101.653252,4804500,3.435084598627773,4.30406509320417
2021-01-14,103.800003,104.190002,101.709999,101.82,100.596107,4528300,3.4433072609502267,4.31748811353631
2021-01-15,101.379997,102.690002,101.209999,102.330002,101.099983,5522900,3.4524457161690125,4.330733340286331
2021-01-19,102.800003,103.599998,101.339996,102.540001,101.307457,6519600,3.460764211430064,4.343805421853684
2021-01-20,102.410004,105.849998,102.199997,105.459999,104.192352,5844300,3.4703853116012837,4.356708826689592
2021-01-21,105.459999,105.489998,104.449997,104.580002,103.322929,5731500,3.4845908690274765,4.3694478524670215
2021-01-22,104.160004,104.470001,103.059998,103.910004,102.660995,5231600,3.498415497664243,4.382026634673881
2021-01-25,103.75,103.949997,102.169998,103.449997,102.206512,5009000,3.507666382241563,4.394449154672439
2021-01-26,103.400002,105.209999,103.239998,104.690002,103.431618,7195300,3.517698673903895,4.406719247264253
2021-01-27,101.480003,101.779999,96.730003,97.870003,96.693596,18139500,3.527886693176171,4.418840607796598
2021-01-28,98.940002,100.529999,98.099998,98.150002,96.970222,8868200,3.5392034945745103,4.430816798843313
2021-01-29,97.389999,97.790001,95.919998,96.809998,95.646332,8203000,3.5670837952444563,4.442651256490317
2021-02-01,96.989998,99.620003,96.919998,98.580002,97.395058,7206300,3.573264795642325,4.454347296253507
2021-02-02,99.050003,102.480003,98.779999,101.650002,100.428154,6917700,3.5779514079118484,4.465908118654584
2021-02-03,101.25,102.650002,100.809998,101.019997,99.805725,3934800,3.582652360493256,4.477336814478207
2021-02-04,101.360001,104.239998,101.110001,103.639999,102.394241,6926800,3.5888193305684855,4.48863636973214
2021-02-05,105.089996,107.540001,104.779999,106.480003,105.200104,8072100,3.5948643340770294,4.499809670330265
2021-02-08,106.419998,106.529999,105.339996,106.260002,104.982742,4836600,3.601547865245173,4.51085950651685
2021-02-09,106.0,106.830002,105.220001,106.220001,104.943222,4095200,3.6083778580625365,4.5217885770490405
2021-02-10,106.779999,106.900002,104.93,105.870003,104.597435,4293200,3.6112127662962843,4.532599493153256
2021-02-11,106.120003,106.230003,105.029999,105.860001,104.587555,2976000,3.6110588886444703,4.543294782270004
2021-02-12,105.739998,105.940002,104.720001,105.300003,104.034286,3169800,3.6049481133202863,4.553876891600541
2021-02-16,104.879997,106.589996,104.699997,106.150002,104.874069,4928100,3.601894509627669,4.564348191467836
2021-02-17,105.110001,105.459999,104.150002,104.440002,103.623909,5733800,3.603188746247965,4.574710978503383
2021-02-18,103.779999,105.339996,103.410004,104.970001,104.149765,4098700,3.5927411259380935,4.584967478670572
2021-02-19,104.75,105.279999,103.220001,103.370003,102.562271,4128900,3.563219590129624,4.59511985013459
2021-02-22,102.989998,102.989998,101.75,101.809998,101.014458,5211800,3.5694318507029217,4.605170185988092
2021-02-23,103.339996,103.339996,99.93,101.370003,100.577896,8740300,3.6010326481229105,4.61512051684126
2021-02-24,101.160004,104.510002,100.599998,104.379997,103.564377,7542700,3.62731662898875,4.624972813284271
2021-02-25,104.0,105.769997,103.110001,103.470001,102.661491,7534000,3.649070215167924,4.634728988229636
2021-02-26,104.150002,109.480003,103.68,108.029999,107.185852,15122900,3.6697437359879346,4.6443908991413725
2021-03-01,108.599998,110.470001,106.540001,106.870003,106.03492,7930300,3.6851606556304572,4.653960350157523
2021-03-02,107.309998,108.25,105.82,107.199997,106.362343,5016800,3.698666934674977,4.663439094112067
2021-03-03,106.940002,107.959999,106.120003,106.220001,105.389999,5313400,3.71090579857228,4.672828834461906
2021-03-04,106.260002,107.169998,103.849998,104.889999,104.070389,7211800,3.7188044377038323,4.68213122712422
2021-03-05,106.059998,106.059998,102.75,105.199997,104.37796,5559900,3.728593879933201,4.6913478822291435
2021-03-08,104.800003,106.889999,104.230003,105.029999,104.20929,5119500,3.7403411984169677,4.700480365792417
2021-03-09,106.279999,107.970001,105.830002,106.550003,105.717422,5510900,3.7488039574157113,4.709530201312334
2021-03-10,107.220001,109.07,106.959999,107.779999,106.937805,6077000,3.762126179875854,4.718498871295094
2021-03-11,108.410004,108.57,107.260002,107.32,106.4814,4670700,3.778195102614122,4.727387818712341
2021-03-12,107.419998,107.989998,106.580002,107.809998,106.967575,3356000,3.7893716165493543,4.736198448394496
2021-03-15,107.889999,108.949997,107.059998,108.900002,108.049057,7107300,3.7999058771918066,4.74493212836325
2021-03-16,110.57,112.339996,109.889999,111.339996,110.469986,11376200,3.8113017868668497,4.7535901911063645
2021-03-17,111.309998,111.459999,108.93,110.459999,109.59687,10128400,3.817990629717816,4.762173934797756
2021-03-18,109.279999,110.269997,107.5,107.620003,106.77906,7813400,3.8236006787756556,4.770684624465665
