Date,Open,High,Low,Close,Adj Close,Volume,Log RS,Log N
2020-10-13,11.73,12.42,11.65,11.88,11.88,10179700,1.4093222191146146,2.302585092994046
2020-10-14,12.67,12.68,12.05,12.25,12.25,10761400,1.5122670635889353,2.3978952727983707
2020-10-15,11.99,15.1,11.99,13.83,13.83,39894800,1.561185035292708,2.4849066497880004
2020-10-16,13.77,13.9,13.08,13.31,13.31,11651600,1.6805546192831098,2.5649493574615367
2020-10-19,13.44,14.5,13.38,13.91,13.91,13169100,1.763494310674704,2.6390573296152584
2020-10-20,14.03,14.14,13.67,13.86,13.86,6604000,1.7844319762943097,2.70805020110221
2020-10-21,13.9,14.42,13.8,14.1,14.1,5361900,1.906072112524074,2.772588722239781
2020-10-22,14.2,15.87,14.19,14.91,14.91,16212200,1.8913234039236042,2.833213344056216
2020-10-23,15.05,15.38,14.55,15.0,15.0,6507300,1.9509857120523817,2.8903717578961645
2020-10-26,14.93,15.45,13.26,13.45,13.45,13376300,2.060572599284746,2.9444389791664403
2020-10-27,13.71,13.71,12.36,12.69,12.69,7231000,2.0641282405991284,2.995732273553991
2020-10-28,12.27,13.05,11.78,11.82,11.82,6388600,2.1166369407062104,3.044522437723423
2020-10-29,11.88,12.25,11.68,11.73,11.73,4165800,2.163366829279465,3.091042453358316
2020-10-30,11.64,11.64,10.36,10.47,10.47,11546900,2.2172172538478185,3.1354942159291497
2020-11-02,10.82,11.09,10.5,10.75,10.75,5227000,2.184998009483375,3.1780538303479458
2020-11-03,10.75,11.86,10.63,11.57,11.57,7454500,2.236160904662293,3.2188758248682006
2020-11-04,11.76,11.77,10.61,10.91,10.91,5807900,2.2821425305463072,3.258096538021482
2020-11-05,11.27,11.84,11.06,11.45,11.45,4705200,2.34257202379207,3.295836866004329
2020-11-06,11.52,12.17,11.32,11.86,11.86,5518200,2.442395086286822,3.332204510175204
2020-11-09,12.76,12.93,11.25,11.49,11.49,6244900,2.420872293129768,3.367295829986474
