Date,Open,High,Low,Close,Adj Close,Volume,Log RS,Log N,Adj Close Relative Value
1987-12-01,0.309028,0.388889,0.277778,0.376736,0.238277,1780200000,1.6893055097444194,3.4011973816621555,1.21229
1988-01-01,0.380208,0.428819,0.364583,0.387153,0.244865,1966795200,1.6902787532037618,3.4339872044851463,1.02765
1988-02-01,0.394097,0.421875,0.345486,0.412326,0.260787,1403899200,1.70707247824691,3.4657359027997265,1.06502
1988-03-01,0.414931,0.454861,0.376736,0.392361,0.248159,2113675200,1.6896571132105718,3.4965075614664802,0.95158
1988-04-01,0.388889,0.407986,0.366319,0.378472,0.239375,1155096000,1.773165752230925,3.5263605246161616,0.9646
1988-05-01,0.378472,0.411458,0.371528,0.402778,0.254748,1033012800,1.7386641094569029,3.5553480614894135,1.06422
1988-06-01,0.404514,0.46875,0.401042,0.465278,0.294277,1198598400,1.7997603502110031,3.58351893845611,1.15517
1988-07-01,0.465278,0.489583,0.394097,0.413194,0.261336,1401105600,1.8011324874382755,3.6109179126442243,0.88806
1988-08-01,0.414931,0.416667,0.331597,0.347222,0.21961,1862596800,1.8187401546248791,3.6375861597263857,0.84034
1988-09-01,0.34375,0.383681,0.333333,0.362847,0.229492,1216584000,1.8086639612614945,3.6635616461296463,1.045
1988-10-01,0.355903,0.375,0.331597,0.340278,0.215218,1532102400,1.7878463527045234,3.6888794541139363,0.9378
1988-11-01,0.340278,0.350694,0.314236,0.328125,0.207531,1558929600,1.8014314190269405,3.713572066704308,0.96428
1988-12-01,0.329861,0.376736,0.326389,0.369792,0.233885,1030464000,1.8127512674530866,3.7376696182833684,1.12699
1989-01-01,0.371528,0.418403,0.348958,0.414063,0.261885,1375084800,1.8451878729431792,3.7612001156935624,1.11972
1989-02-01,0.413194,0.449653,0.40625,0.413194,0.261336,1802145600,1.8838806861260906,3.784189633918261,0.9979
1989-03-01,0.416667,0.432292,0.317708,0.346354,0.219061,3058704000,1.91572529026771,3.8066624897703196,0.83824
1989-04-01,0.347222,0.392361,0.329861,0.388021,0.245414,1134820800,1.9340147524275098,3.828641396489095,1.1203
1989-05-01,0.384549,0.423611,0.354167,0.420139,0.265728,1258977600,1.9593156241519827,3.8501476017100584,1.08277
1989-06-01,0.418403,0.421875,0.355903,0.368056,0.232787,1072584000,1.9404074560325772,3.871201010907891,0.87603
1989-07-01,0.368924,0.395833,0.357639,0.380208,0.240473,1221019200,1.9362655454628042,3.8918202981106265,1.03302
1989-08-01,0.380208,0.420139,0.375,0.407986,0.258042,1380729600,1.926314638675694,3.912023005428146,1.07306
1989-09-01,0.409722,0.482639,0.401042,0.475694,0.300865,1284523200,1.9343934460157888,3.9318256327243257,1.16595
1989-10-01,0.473958,0.597222,0.472222,0.567708,0.359062,2608992000,1.9389898958356664,3.9512437185814275,1.19343
1989-11-01,0.567708,0.619792,0.527778,0.604167,0.382121,1835870400,1.9067625389679281,3.970291913552122,1.06422
1989-12-01,0.605035,0.612847,0.520833,0.604167,0.382121,1460664000,1.958427215345991,3.9889840465642745,1.0
1990-01-01,0.605903,0.666667,0.583333,0.642361,0.406278,2380968000,2.017673845716805,4.007333185232471,1.06322
1990-02-01,0.642361,0.697917,0.640625,0.685764,0.43373,1429344000,2.0278793094754692,4.02535169073515,1.06757
1990-03-01,0.684028,0.8125,0.684028,0.769097,0.486436,1717819200,2.0375953121234014,4.04305126783455,1.12152
1990-04-01,0.762153,0.875,0.758681,0.805556,0.509495,1200837600,2.049823496860326,4.060443010546419,1.0474
1990-05-01,0.815972,1.09375,0.788194,1.013889,0.641261,1634767200,2.100853255332757,4.07753744390572,1.25862
1990-06-01,1.017361,1.079861,0.986111,1.055556,0.667615,1165960800,2.088319913518828,4.0943445622221,1.0411
1990-07-01,1.055556,1.121528,0.913194,0.923611,0.584162,1548979200,2.1409971522966567,4.110873864173311,0.875
1990-08-01,0.920139,0.934028,0.704861,0.854167,0.540241,1983837600,2.098382772790148,4.127134385045092,0.92481
1990-09-01,0.847222,0.881944,0.756944,0.875,0.553417,1270843200,2.129393382748015,4.143134726391533,1.02439
1990-10-01,0.899306,0.951389,0.743056,0.885417,0.560006,2198116800,2.1048418839960625,4.1588830833596715,1.01191
1990-11-01,0.875,1.03125,0.871528,1.003472,0.634673,1253152800,2.13192754278338,4.174387269895637,1.13333
1990-12-01,1.017361,1.065972,0.979167,1.045139,0.661026,960004800,2.098675016923087,4.189654742026425,1.04152
1991-01-01,1.041667,1.381944,1.013889,1.362847,0.861969,2219774400,2.107955715630009,4.204692619390966,1.30399
1991-02-01,1.375,1.513889,1.350694,1.440972,0.911381,1781582400,2.1798148969317,4.219507705176107,1.05732
1991-03-01,1.430556,1.569444,1.291667,1.473958,0.932244,1932552000,2.236161387760297,4.23410650459726,1.02289
1991-04-01,1.472222,1.631944,1.333333,1.375,0.869655,1985781600,2.2168285566329264,4.248495242049359,0.93286
1991-05-01,1.368056,1.5625,1.342014,1.524306,0.964088,1462701600,2.1986017126609023,4.2626798770413155,1.10859
1991-06-01,1.520833,1.59375,1.354167,1.419271,0.897656,1295402400,2.161094931965221,4.276666119016055,0.93109
1991-07-01,1.432292,1.541667,1.260417,1.53125,0.968479,1587283200,2.1532035631119624,4.290459441148391,1.0789
1991-08-01,1.536458,1.807292,1.494792,1.776042,1.123305,1281158400,2.1257034610953323,4.30406509320417,1.15987
1991-09-01,1.770833,1.875,1.666667,1.854167,1.172717,834076800,2.1077153085035607,4.31748811353631,1.04399
1991-10-01,1.854167,1.984375,1.796875,1.955729,1.236953,1061928000,2.1150442523804878,4.330733340286331,1.05478
1991-11-01,1.947917,2.119792,1.890625,2.026042,1.281424,887236800,2.1571084125341913,4.343805421853684,1.03595
1991-12-01,2.005208,2.333333,2.0,2.317708,1.465896,808771200,2.1536974863975686,4.356708826689592,1.14396
1992-01-01,2.307292,2.776042,2.28125,2.505208,1.584486,1468929600,2.1675256599439057,4.3694478524670215,1.0809
1992-02-01,2.463542,2.6875,2.354167,2.572917,1.627309,1394030400,2.1690829090181865,4.382026634673881,1.02703
1992-03-01,2.578125,2.713542,2.432292,2.46875,1.561427,1204272000,2.175380756110503,4.394449154672439,0.95951
1992-04-01,2.442708,2.692708,2.229167,2.296875,1.45272,2138961600,2.2251919624365275,4.406719247264253,0.93038
1992-05-01,2.302083,2.546875,2.276042,2.520833,1.594368,1069233600,2.203417679457426,4.418840607796598,1.09751
1992-06-01,2.510417,2.59375,2.054688,2.1875,1.383542,1576800000,2.240801522184065,4.430816798843313,0.86777
1992-07-01,2.195313,2.335938,2.046875,2.273438,1.437896,1245196800,2.254991080096131,4.442651256490317,1.03929
1992-08-01,2.273438,2.34375,2.125,2.328125,1.472484,889324800,2.264134919396549,4.454347296253507,1.02405
1992-09-01,2.3125,2.5625,2.289063,2.515625,1.591074,1002921600,2.318299280662363,4.465908118654584,1.08054
1992-10-01,2.5,2.820313,2.367188,2.773438,1.754135,1146720000,2.2187287054363787,4.477336814478207,1.10248
1992-11-01,2.78125,2.96875,2.726563,2.910156,1.840606,1227161600,2.2500570666522113,4.48863636973214,1.0493
1992-12-01,2.898438,2.9375,2.664063,2.667969,1.687428,1133328000,2.211775829856306,4.499809670330265,0.91678
1993-01-01,2.65625,2.9375,2.640625,2.703125,1.709664,1411331200,2.3387460878555033,4.51085950651685,1.01318
1993-02-01,2.695313,2.820313,2.398438,2.605469,1.647899,1548342400,2.348747536496769,4.5217885770490405,0.96387
1993-03-01,2.617188,2.945313,2.539063,2.890625,1.828253,1197958400,2.310459910468948,4.532599493153256,1.10944
1993-04-01,2.890625,2.960938,2.492188,2.671875,1.689899,1298633600,2.3118056402746223,4.543294782270004,0.92432
1993-05-01,2.671875,2.984375,2.640625,2.894531,1.830723,1304448000,2.3207386521019306,4.553876891600541,1.08333
1993-06-01,2.90625,3.0625,2.710938,2.75,1.739311,1216211200,2.326890264614421,4.564348191467836,0.95007
1993-07-01,2.757813,2.765625,2.25,2.3125,1.462602,1953414400,2.3391351674628718,4.574710978503383,0.84091
1993-08-01,2.335938,2.476563,2.199219,2.347656,1.484838,1871481600,2.3759048165925503,4.584967478670572,1.0152
1993-09-01,2.351563,2.632813,2.289063,2.578125,1.630604,1162460800,2.409933735904341,4.59511985013459,1.09817
1993-10-01,2.578125,2.679688,2.4375,2.503906,1.583662,1370752000,2.3978075888708044,4.605170185988092,0.97121
1993-11-01,2.507813,2.59375,2.375,2.5,1.581192,966515200,2.409913221553341,4.61512051684126,0.99844
1993-12-01,2.515625,2.703125,2.476563,2.519531,1.593544,934784000,2.4744324425349236,4.624972813284271,1.00781
1994-01-01,2.515625,2.71875,2.476563,2.660156,1.682487,1233651200,2.4972692736380937,4.634728988229636,1.05581
1994-02-01,2.65625,2.679688,2.4375,2.578125,1.630604,1368720000,2.4977673000540292,4.6443908991413725,0.96916
1994-03-01,2.59375,2.789063,2.492188,2.648438,1.675075,1377510400,2.48984552292794,4.653960350157523,1.02727
1994-04-01,2.578125,2.976563,2.5625,2.890625,1.828253,1871520000,2.5073577821426896,4.663439094112067,1.09145
1994-05-01,2.898438,3.360352,2.839844,3.359375,2.124726,1629892800,2.5019434699250094,4.672828834461906,1.16216
1994-06-01,3.34375,3.414063,3.078125,3.226563,2.040725,2439195200,2.512934342598324,4.68213122712422,0.96047
1994-07-01,3.226563,3.234375,2.929688,3.21875,2.035784,1527966400,2.522079131114653,4.6913478822291435,0.99758
1994-08-01,3.226563,3.703125,3.21875,3.632813,2.297669,1290998400,2.5178487444551787,4.700480365792417,1.12864
1994-09-01,3.5625,3.640625,3.429688,3.507813,2.21861,964849600,2.5388288199434723,4.709530201312334,0.96559
1994-10-01,3.507813,3.984375,3.367188,3.9375,2.490378,1207155200,2.5537121223641224,4.718498871295094,1.12249
1994-11-01,3.921875,4.070313,3.796875,3.929688,2.485436,1024286400,2.5511298439910153,4.727387818712341,0.99802
1994-12-01,3.914063,4.015625,3.671875,3.820313,2.416258,1059353600,2.571678989885249,4.736198448394496,0.97217
1995-01-01,3.84375,4.078125,3.640625,3.710938,2.347082,1111609600,2.5785934492367626,4.74493212836325,0.97137
1995-02-01,3.710938,3.953125,3.648438,3.9375,2.490378,998657600,2.564789478711986,4.7535901911063645,1.06105
1995-03-01,3.945313,4.632813,3.921875,4.445313,2.811557,1415724800,2.5669248268598714,4.762173934797756,1.12897
1995-04-01,4.4375,5.132813,4.296875,5.109375,3.231561,1299571200,2.5730109150264067,4.770684624465665,1.14938
1995-05-01,5.117188,5.59375,4.929688,5.292969,3.347681,1333040000,2.5727690468002855,4.77912349311153,1.03593
1995-06-01,5.3125,5.773438,5.109375,5.648438,3.572504,1270388800,2.563562107994423,4.787491742782046,1.06716
1995-07-01,5.679688,6.828125,5.53125,5.65625,3.577446,2330859200,2.5778049185631526,4.795790545596741,1.00138
1995-08-01,5.671875,6.296875,5.4375,5.78125,3.656506,2130745600,2.581992462854507,4.804021044733257,1.0221
1995-09-01,5.734375,6.117188,5.210938,5.65625,3.577446,1622329600,2.5992465362801167,4.812184355372417,0.97838
1995-10-01,5.65625,6.460938,5.023438,6.25,3.95298,2228136000,2.615023890539638,4.820281565605037,1.10497
1995-11-01,6.257813,6.3125,5.265625,5.445313,3.444033,1870920000,2.6179566296550103,4.8283137373023015,0.87125
1995-12-01,5.445313,5.921875,5.320313,5.484375,3.468739,1653614400,2.5976692370939434,4.836281906951478,1.00717
1996-01-01,5.492188,5.828125,4.992188,5.78125,3.656506,2056616000,2.6075392302950156,4.844187086458591,1.05413
1996-02-01,5.765625,6.476563,5.75,6.167969,3.901097,1636929600,2.5783586813420065,4.852030263919617,1.06689
1996-03-01,6.148438,6.691406,5.914063,6.445313,4.076509,1698950400,2.5756967704714833,4.859812404361672,1.04496
1996-04-01,6.446289,7.117188,6.226563,7.078125,4.476748,1346283200,2.551522354489694,4.867534450455582,1.09818
1996-05-01,7.054688,7.5,6.851563,7.421875,4.694163,1207328000,2.56659962773728,4.875197323201151,1.04857
1996-06-01,7.421875,7.867188,7.265625,7.507813,4.748516,1280102400,2.505151455728122,4.882801922586371,1.01158
1996-07-01,7.515625,7.679688,6.71875,7.367188,4.659572,2176897600,2.4349597199240547,4.890349128221754,0.98127
1996-08-01,7.367188,7.882813,7.335938,7.65625,4.842399,1143864000,2.422375263786599,4.897839799950911,1.03924
1996-09-01,7.625,8.664063,7.539063,8.242188,5.212991,1299435200,2.417066825889239,4.90527477843843,1.07653
1996-10-01,8.234375,8.695313,8.179688,8.578125,5.425465,1340635200,2.4999671802610757,4.912654885736052,1.04076
1996-11-01,8.578125,9.875,8.53125,9.804688,6.201237,1620968000,2.483277965065411,4.919980925828125,1.14299
1996-12-01,9.84375,10.765625,9.266602,10.328125,6.532299,1459023200,2.5160629647753847,4.927253685157205,1.05339
1997-01-01,10.390625,12.90625,10.09375,12.75,8.064075,1565781600,2.560784782970287,4.9344739331306915,1.23449
1997-02-01,12.828125,12.9375,11.75,12.1875,7.708309,1297152800,2.5710416903239977,4.941642422609304,0.95588
1997-03-01,12.125,12.625,10.953125,11.460938,7.248775,1477638400,2.6234715608078925,4.948759890378168,0.94038
1997-04-01,11.265625,15.328125,11.21875,15.1875,9.60574,1907452000,2.6172319750585107,4.955827057601261,1.32515
1997-05-01,15.25,16.132813,14.359375,15.5,9.803386,1297835200,2.5697865537178304,4.962844630259907,1.02058
1997-06-01,15.625,16.867188,14.78125,15.796875,9.991154,970189600,2.568799445496855,4.969813299576001,1.01915
1997-07-01,15.804688,18.84375,15.40625,17.671875,11.177046,1693945600,2.5321525957155497,4.976733742420574,1.11869
1997-08-01,17.671875,18.078125,16.375,16.523438,10.45069,1169070400,2.5528716585791096,4.983606621708336,0.93501
1997-09-01,16.640625,17.53125,16.328125,16.539063,10.460568,1153615200,2.4890209133636487,4.990432586778736,1.00095
1997-10-01,16.5625,17.453125,15.4375,16.25,10.277743,1533380800,2.487033713433307,4.997212273764115,0.98252
1997-11-01,16.453125,17.78125,16.125,17.6875,11.186926,915970400,2.5339275058060506,5.003946305945459,1.08846
1997-12-01,17.742188,18.328125,14.75,16.15625,10.218451,1437224000,2.470796524189964,5.0106352940962555,0.91343
1998-01-01,16.203125,18.765625,15.546875,18.648438,11.794702,1486108000,2.478502257284611,5.017279836814924,1.15426
1998-02-01,18.96875,21.5,18.8125,21.1875,13.4006,1402018400,2.473242516650841,5.0238805208462765,1.13615
1998-03-01,21.46875,22.734375,19.8125,22.375,14.151668,1099927600,2.4364591078545197,5.030437921392435,1.05605
1998-04-01,22.453125,24.78125,21.65625,22.53125,14.25049,1018977200,2.435363514239929,5.0369526024136295,1.00698
1998-05-01,22.546875,22.75,20.46875,21.203125,13.41048,1095382400,2.4683283247919796,5.043425116919247,0.94105
1998-06-01,20.96875,27.140625,20.78125,27.09375,17.13616,1233152400,2.4859779488204454,5.049856007249537,1.27782
1998-07-01,27.28125,29.90625,26.34375,27.484375,17.383223,1229298000,2.446479906936202,5.056245805348308,1.01442
1998-08-01,27.28125,28.4375,23.9375,23.984375,15.169558,1350039600,2.4403593916549653,5.062595033026967,0.87266
1998-09-01,23.8125,28.65625,23.625,27.515625,17.402987,1192324400,2.434996689390629,5.0689042022202315,1.14723
1998-10-01,27.015625,27.53125,21.9375,26.46875,16.740868,1643049200,2.3906951558797056,5.075173815233827,0.96195
1998-11-01,26.59375,32.566406,26.1875,30.5,19.290533,1162706800,2.3918693305617205,5.081404364984463,1.1523
1998-12-01,30.0625,36.0,30.03125,34.671875,21.92915,1101522000,2.3958974533379984,5.087596335232384,1.13678
1999-01-01,34.902344,43.78125,34.0,43.75,27.670849,1472518800,2.4430033735454693,5.093750200806762,1.26183
1999-02-01,43.859375,43.984375,35.996094,37.53125,23.737635,1599103200,2.40836119319066,5.099866427824199,0.85786
1999-03-01,37.390625,47.3125,36.765625,44.8125,28.342844,1569410000,2.432089428425117,5.10594547390058,1.194
1999-04-01,45.625,47.8125,39.9375,40.65625,25.714117,1163599400,2.411852876638441,5.111987788356544,0.90725
1999-05-01,40.71875,40.90625,37.75,40.34375,25.516478,1124257000,2.4297526193419814,5.117993812416755,0.99231
1999-06-01,40.3125,45.125,38.0625,45.09375,28.520752,887432600,2.417375154169732,5.123963979403259,1.11774
1999-07-01,44.9375,50.375,42.75,42.90625,27.137197,1144701200,2.432118379643204,5.1298987149230735,0.95149
1999-08-01,42.84375,48.1875,40.8125,46.28125,29.271822,1347994200,2.4767164355500153,5.135798437050262,1.07866
1999-09-01,46.15625,48.9375,44.40625,45.28125,28.639339,977273600,2.428354377038651,5.14166355650266,0.97839
1999-10-01,45.09375,47.625,42.53125,46.28125,29.271822,1062304400,2.471198348917543,5.147494476813453,1.02208
1999-11-01,46.625,47.25,42.1875,45.523438,28.792509,1465256000,2.441398723290147,5.153291594497779,0.98363
1999-12-01,45.53125,59.96875,45.4375,58.375,36.920822,1260977800,2.4748955190493156,5.159055299214529,1.28231
2000-01-01,58.6875,59.3125,47.4375,48.9375,30.951826,1274875200,2.4724782712900506,5.1647859739235145,0.83833
2000-02-01,49.25,55.0,44.0625,44.6875,28.2638,1334487600,2.5210325564822376,5.170483995038151,0.91315
2000-03-01,44.8125,57.5,44.46875,53.125,33.600315,2028187600,2.6458825763594827,5.176149732573829,1.18881
2000-04-01,47.21875,48.25,32.5,34.875,22.057621,2258146600,2.533540832280856,5.181783550292085,0.65647
2000-05-01,36.4375,37.0,30.1875,31.28125,19.78466,1344430800,2.5444938865956535,5.187385805840755,0.89695
2000-06-01,32.1875,41.09375,31.90625,40.0,25.299065,1467050200,2.5878059252517236,5.19295685089021,1.27872
2000-07-01,39.84375,41.4375,33.625,34.90625,22.077385,1234185800,2.5150714037215622,5.198497031265826,0.87266
2000-08-01,34.96875,37.4375,34.0625,34.90625,22.077385,1219399800,2.5198677716196456,5.204006687076795,1.0
2000-09-01,35.0,36.03125,29.3125,30.15625,19.073128,1425533800,2.520447289040689,5.209486152841421,0.86392
2000-10-01,30.25,35.0625,24.21875,34.4375,21.780909,2469415600,2.51014674621656,5.214935757608986,1.14197
2000-11-01,34.25,36.1875,28.5,28.6875,18.144175,1983462600,2.6035997463293232,5.220355825078324,0.83303
2000-12-01,29.03125,30.3125,20.15625,21.6875,13.716837,2056668200,2.6683655573018856,5.225746673713202,0.75599
2001-01-01,22.0625,32.375,21.4375,30.53125,19.310303,2005531200,2.629350353117636,5.231108616854587,1.40778
2001-02-01,30.40625,32.53125,26.9375,29.5,18.658058,1536895600,2.6012226854072584,5.236441962829949,0.96622
2001-03-01,29.28125,30.5625,24.875,27.34375,17.294285,1895349800,2.6066169679566533,5.241747015059643,0.92691
2001-04-01,27.40625,35.549999,25.53125,33.875,21.425159,2075807000,2.6355720281357793,5.247024072160486,1.23886
2001-05-01,33.830002,36.075001,33.625,34.59,21.877373,1777305800,2.678353085353328,5.25227342804663,1.02111
2001-06-01,34.799999,38.075001,33.005001,36.5,23.0854,1449177800,2.6891728858577886,5.2574953720277815,1.05522
2001-07-01,36.025002,36.575001,32.099998,33.095001,20.931818,1455201000,2.7203816281239157,5.262690188904886,0.90671
2001-08-01,33.400002,33.77,28.15,28.525,18.041393,1153896400,2.7502841385776526,5.267858159063328,0.86191
2001-09-01,28.594999,29.540001,23.75,25.584999,16.181915,1510824400,2.742259338965121,5.272999558563747,0.89693
2001-10-01,25.469999,31.815001,25.205,29.075001,18.389261,1750891000,2.7947714401806003,5.278114659230517,1.13641
2001-11-01,30.040001,34.169998,29.799999,32.105,20.305664,1330968600,2.787657133996093,5.2832037287379885,1.10421
2001-12-01,31.915001,34.945,31.9,33.125,20.950785,977089000,2.851075696493687,5.288267030694535,1.03177
2002-01-01,33.325001,35.310001,30.665001,31.855,20.147547,1360115800,2.7897336785063893,5.293304824724492,0.96166
2002-02-01,32.075001,32.25,28.575001,29.17,18.449343,1131159200,2.7827657839128186,5.298317366548036,0.91571
2002-03-01,29.525,32.5,29.155001,30.155001,19.072329,1073244200,2.7960642069706436,5.303304908059076,1.03377
2002-04-01,29.915001,30.200001,25.719999,26.129999,16.526611,1417479400,2.832312717379823,5.308267697401205,0.86652
2002-05-01,26.08,28.219999,24.174999,25.455,16.099691,1420266200,,,0.97417
2002-06-01,25.495001,28.219999,24.584999,27.35,17.298237,1834073000,,,1.07445
2002-07-01,27.059999,27.465,20.705,23.99,15.173116,2432188000,,,0.87715
2002-08-01,23.790001,26.725,21.9,24.540001,15.520977,1715757200,,,1.02293
2002-09-01,24.26,25.549999,21.555,21.870001,13.832264,1695705800,,,0.8912
2002-10-01,22.16,27.035,21.594999,26.735001,16.909262,2475370600,,,1.22245
2002-11-01,26.215,29.32,25.950001,28.84,18.240625,1555997200,,,1.07874
2002-12-01,29.325001,29.48,25.629999,25.85,16.349522,1268370200,,,0.89632
2003-01-01,26.15,28.66,23.514999,23.73,15.008674,1718662200,,,0.91799
2003-02-01,23.965,24.99,23.0,23.700001,14.989697,1346970800,,,0.99874
2003-03-01,24.02,26.799999,22.549999,24.209999,15.361492,1371902600,,,1.0248
2003-04-01,24.459999,26.43,23.950001,25.57,16.224424,1249617700,,,1.05618
2003-05-01,25.540001,26.5,23.889999,24.610001,15.615289,1311003700,,,0.96246
2003-06-01,24.98,26.51,23.6,25.639999,16.268835,1569995800,,,1.04185
2003-07-01,25.59,27.809999,25.389999,26.41,16.757416,1292011000,,,1.03003
2003-08-01,26.33,26.950001,25.43,26.52,16.827215,966506900,,,1.00417
2003-09-01,26.700001,30.0,26.469999,27.799999,17.639387,1253309100,,,1.04827
2003-10-01,28.030001,29.459999,25.91,26.139999,16.5861,1400032500,,,0.94029
2003-11-01,26.35,26.75,24.84,25.709999,16.404778,1442336700,,,0.98907
2003-12-01,25.9,27.549999,25.5,27.370001,17.463974,1476461300,,,1.06457
2004-01-01,27.58,28.83,27.26,27.65,17.642635,1232189000,,,1.01023
2004-02-01,27.610001,27.799999,26.35,26.530001,16.927994,1032065600,,,0.95949
2004-03-01,26.629999,26.719999,24.01,24.93,15.907079,1703041000,,,0.93969
2004-04-01,24.950001,27.719999,24.85,26.129999,16.67276,1558947800,,,1.04813
2004-05-01,26.190001,26.6,25.42,26.23,16.736568,1141456900,,,1.00383
2004-06-01,26.129999,28.799999,25.860001,28.559999,18.223284,1534889700,,,1.08883
2004-07-01,28.700001,29.889999,27.25,28.49,18.178614,1550446900,,,0.99755
2004-08-01,28.27,28.549999,26.85,27.299999,17.41931,1094195300,,,0.95823
2004-09-01,27.23,27.790001,26.74,27.65,17.694675,1141012300,,,1.01581
2004-10-01,27.82,28.889999,27.549999,27.969999,17.899464,1300591200,,,1.01157
2004-11-01,28.16,30.200001,26.1,26.809999,17.157118,1739407300,,,0.95853
2004-12-01,26.950001,27.440001,26.68,26.719999,19.058115,1803777700,,,1.1108
2005-01-01,26.799999,27.1,25.639999,26.280001,18.744286,1521414300,,,0.98353
2005-02-01,26.25,26.5,25.129999,25.16,17.945446,1361126000,,,0.95738
2005-03-01,25.190001,25.790001,23.82,24.17,17.292501,1541411300,,,0.96362
2005-04-01,24.24,25.450001,23.940001,25.299999,18.100964,1520253700,,,1.04675
2005-05-01,25.23,26.09,24.639999,25.799999,18.458694,1270563700,,,1.01976
2005-06-01,25.73,26.0,24.82,24.84,17.828238,1303029500,,,0.96585
2005-07-01,24.85,26.48,24.5,25.610001,18.380882,1321407700,,,1.031
2005-08-01,25.809999,27.940001,25.76,27.379999,19.651255,1441979300,,,1.06911
2005-09-01,27.379999,27.389999,25.120001,25.73,18.521784,1348861500,,,0.94252
2005-10-01,25.709999,25.799999,24.25,25.700001,18.500195,1439659900,,,0.99883
2005-11-01,25.610001,28.25,25.610001,27.68,19.925497,1444948300,,,1.07704
2005-12-01,27.73,28.1,26.1,26.15,18.879305,1271695500,,,0.94749
2006-01-01,26.25,28.379999,26.1,28.15,20.323227,1388622700,,,1.07648
2006-02-01,27.959999,28.07,26.34,26.870001,19.399113,1047699000,,,0.95453
2006-03-01,26.98,28.219999,26.620001,27.209999,19.711147,1437940900,,,1.01608
2006-04-01,27.67,27.940001,24.0,24.15,17.494465,1446126900,,,0.88754
2006-05-01,24.32,25.0,22.450001,22.65,16.40785,2309193400,,,0.93789
2006-06-01,22.74,23.65,21.459999,23.299999,16.944527,1971637200,,,1.03271
2006-07-01,23.530001,24.6,22.23,24.059999,17.497234,1332298100,,,1.03262
2006-08-01,24.02,26.25,23.85,25.700001,18.689901,1134188400,,,1.06816
2006-09-01,25.889999,27.52,25.389999,27.35,19.96307,1097482600,,,1.06812
2006-10-01,27.32,28.85,27.15,28.709999,20.95575,1290967400,,,1.04973
2006-11-01,28.780001,30.0,28.58,29.360001,21.430195,1239142000,,,1.02264
2006-12-01,29.23,30.26,28.799999,29.860001,21.869659,1137160900,,,1.02051
2007-01-01,29.91,31.48,29.4,30.860001,22.602062,1324518200,,,1.03349
2007-02-01,30.84,30.940001,27.790001,28.17,20.631899,1290850900,,,0.91283
2007-03-01,27.82,28.549999,26.6,27.870001,20.482954,1269506500,,,0.99278
2007-04-01,27.889999,30.74,27.559999,29.940001,22.004297,958964900,,,1.07427
2007-05-01,29.940001,31.16,29.9,30.690001,22.555502,1327154700,,,1.02505
2007-06-01,30.790001,30.9,29.040001,29.469999,21.729023,1181412800,,,0.96336
2007-07-01,29.67,31.84,28.950001,28.99,21.375109,1295548000,,,0.98371
